school,year,conference_name,lineage_conference_name
Rice,2014,Conference USA,Conference USA
Richmond,2014,CAA,CAA
Robert Morris,2014,NEC,NEC
Rutgers,2014,Big Ten,Big Ten
SE Louisiana,2014,Southland,Southland
SMU,2014,American Athletic,American Athletic
Sacramento State,2014,Big Sky,Big Sky
Sacred Heart,2014,NEC,NEC
Sam Houston,2014,Southland,Southland
Samford,2014,Southern,Southern
San Diego,2014,Pioneer,Pioneer
San Diego State,2014,Mountain West,Mountain West
San José State,2014,Mountain West,Mountain West
Savannah St,2014,MEAC,MEAC
Simon Fraser,2014,Great Northwest,Great Northwest
South Alabama,2014,Sun Belt,Sun Belt
South Carolina,2014,SEC,SEC
South Carolina State,2014,MEAC,MEAC
South Dakota,2014,MVFC,MVFC
South Dakota State,2014,MVFC,MVFC
South Florida,2014,American Athletic,American Athletic
Southeast Missouri State,2014,OVC,OVC
Southern,2014,SWAC,SWAC
Southern Illinois,2014,MVFC,MVFC
Southern Miss,2014,Conference USA,Conference USA
Southern Utah,2014,Big Sky,Big Sky
St. Francis (PA),2014,NEC,NEC
St. Joseph's (IN),2014,Great Lakes,Great Lakes
St. Louis,2014,Independent,Independent
St. Petersburg,2014,Independent,Independent
Stanford,2014,Pac-12,Pac-12
Stephen F. Austin,2014,Southland,Southland
Stetson,2014,Pioneer,Pioneer
Stillman,2014,SIAC,SIAC
Stony Brook,2014,CAA,CAA
Syracuse,2014,ACC,ACC
TCU,2014,Big 12,Big 12
Taylor,2014,Independent,Independent
Temple,2014,American Athletic,American Athletic
Tennessee,2014,SEC,SEC
Tennessee State,2014,OVC,OVC
Tennessee Tech,2014,OVC,OVC
Texas,2014,Big 12,Big 12
Texas A&M,2014,SEC,SEC
Texas College,2014,Independent,Independent
Texas Southern,2014,SWAC,SWAC
Texas State,2014,Sun Belt,Sun Belt
Texas Tech,2014,Big 12,Big 12
The Citadel,2014,Southern,Southern
Toledo,2014,Mid-American,Mid-American
Towson,2014,CAA,CAA
Troy,2014,Sun Belt,Sun Belt
Truman State,2014,Great Lakes,Great Lakes
Tulane,2014,American Athletic,American Athletic
Tulsa,2014,American Athletic,American Athletic
Tuskegee,2014,SIAC,SIAC
UAB,2014,Conference USA,Conference USA
UAlbany,2014,CAA,CAA
UC Davis,2014,Big Sky,Big Sky
UCF,2014,American Athletic,American Athletic
UCLA,2014,Pac-12,Pac-12
UConn,2014,American Athletic,American Athletic
UL Monroe,2014,Sun Belt,Sun Belt
UNLV,2014,Mountain West,Mountain West
USC,2014,Pac-12,Pac-12
UT Martin,2014,OVC,OVC
UTEP,2014,Conference USA,Conference USA
UTSA,2014,Conference USA,Conference USA
UVA Wise,2014,Mountain East,Mountain East
Union College,2014,Independent,Independent
University of Mount Union,2014,Ohio,Ohio
Utah,2014,Pac-12,Pac-12
Utah State,2014,Mountain West,Mountain West
VMI,2014,Southern,Southern
Valparaiso,2014,Pioneer,Pioneer
Vanderbilt,2014,SEC,SEC
Villanova,2014,CAA,CAA
Virginia,2014,ACC,ACC
Virginia Tech,2014,ACC,ACC
Virginia University Of Lynchburg,2014,Independent,Independent
Wagner,2014,NEC,NEC
Wake Forest,2014,ACC,ACC
Warner University,2014,Independent,Independent
Washington,2014,Pac-12,Pac-12
Washington State,2014,Pac-12,Pac-12
Weber State,2014,Big Sky,Big Sky
Wesley College,2014,Independent,Independent
West Alabama,2014,Gulf South,Gulf South
West Liberty,2014,Mountain East,Mountain East
West Virginia,2014,Big 12,Big 12
Western Carolina,2014,Southern,Southern
Western Illinois,2014,MVFC,MVFC
Western Kentucky,2014,Conference USA,Conference USA
Western Michigan,2014,Mid-American,Mid-American
Western New Mexico,2014,Rocky Mountain,Rocky Mountain
Western Oregon,2014,Great Northwest,Great Northwest
William & Mary,2014,CAA,CAA
William Jewell,2014,Great Lakes,Great Lakes
William Penn,2014,Independent,Independent
Wisconsin,2014,Big Ten,Big Ten
Wisconsin-Oshkosh,2014,Wisconsin,Wisconsin
Wisconsin-Whitewater,2014,Wisconsin,Wisconsin
Wittenberg,2014,North Coast,North Coast
Wofford,2014,Southern,Southern
Wyoming,2014,Mountain West,Mountain West
Yale,2014,Ivy,Ivy
Youngstown State,2014,MVFC,MVFC
Abilene Christian,2015,Southland,Southland
Air Force,2015,Mountain West,Mountain West
Akron,2015,Mid-American,Mid-American
Alabama,2015,SEC,SEC
Alabama A&M,2015,SWAC,SWAC
Alabama State,2015,SWAC,SWAC
Alcorn State,2015,SWAC,SWAC
Alderson-Broaddus,2015,Independent,Independent
American International,2015,Northeast 10,Northeast 10
App State,2015,Sun Belt,Sun Belt
Arizona,2015,Pac-12,Pac-12
Arizona State,2015,Pac-12,Pac-12
Arkansas,2015,SEC,SEC
Arkansas State,2015,Sun Belt,Sun Belt
Arkansas-Pine Bluff,2015,SWAC,SWAC
Army,2015,Independent,Independent
Auburn,2015,SEC,SEC
Austin Peay,2015,OVC,OVC
Ave Maria University,2015,Independent,Independent
BYU,2015,Independent,Independent
Bacone College,2015,Independent,Independent
Ball State,2015,Mid-American,Mid-American
Baylor,2015,Big 12,Big 12
Bethany (KS),2015,Independent,Independent
Bethel University Tennessee,2015,Independent,Independent
Bethune-Cookman,2015,MEAC,MEAC
Black Hills State,2015,Rocky Mountain,Rocky Mountain
Boise State,2015,Mountain West,Mountain West
Boston College,2015,ACC,ACC
Bowie State,2015,CIAA,CIAA
Bowling Green,2015,Mid-American,Mid-American
Brevard College,2015,South Atlantic,South Atlantic
Brown,2015,Ivy,Ivy
Bryant,2015,NEC,NEC
Bucknell,2015,Patriot,Patriot
Buffalo,2015,Mid-American,Mid-American
Butler,2015,Pioneer,Pioneer
Cal Poly,2015,Big Sky,Big Sky
California,2015,Pac-12,Pac-12
Campbell,2015,Pioneer,Pioneer
Catawba,2015,South Atlantic,South Atlantic
Central Arkansas,2015,Southland,Southland
Central Connecticut,2015,NEC,NEC
Central Michigan,2015,Mid-American,Mid-American
Chadron St,2015,Rocky Mountain,Rocky Mountain
Charleston Southern,2015,Big South,Big South
Charlotte,2015,Conference USA,Conference USA
Chattanooga,2015,Southern,Southern
Chowan,2015,CIAA,CIAA
Cincinnati,2015,American Athletic,American Athletic
Clark Atlanta,2015,SIAC,SIAC
Clemson,2015,ACC,ACC
Coastal Carolina,2015,Big South,Big South
Colgate,2015,Patriot,Patriot
Colorado,2015,Pac-12,Pac-12
Colorado State,2015,Mountain West,Mountain West
Columbia,2015,Ivy,Ivy
Cornell,2015,Ivy,Ivy
Dartmouth,2015,Ivy,Ivy
Davidson,2015,Pioneer,Pioneer
Dayton,2015,Pioneer,Pioneer
Delaware,2015,CAA,CAA
Delaware State,2015,MEAC,MEAC
Drake,2015,Pioneer,Pioneer
Duke,2015,ACC,ACC
Duquesne,2015,NEC,NEC
East Carolina,2015,American Athletic,American Athletic
East Tennessee State,2015,Independent,Independent
East Texas A&M,2015,Lone Star,Lone Star
Eastern Illinois,2015,OVC,OVC
Eastern Kentucky,2015,OVC,OVC
Eastern Michigan,2015,Mid-American,Mid-American
Eastern Oregon,2015,Independent,Independent
Eastern Washington,2015,Big Sky,Big Sky
Edward Waters,2015,SIAC,SIAC
Elon,2015,CAA,CAA
Emory & Henry College,2015,Old Dominion,Old Dominion
Florida,2015,SEC,SEC
Florida A&M,2015,MEAC,MEAC
Florida Atlantic,2015,Conference USA,Conference USA
Florida International,2015,Conference USA,Conference USA
Florida State,2015,ACC,ACC
Florida Tech,2015,Gulf South,Gulf South
Fordham,2015,Patriot,Patriot
Fort Lewis,2015,Rocky Mountain,Rocky Mountain
Franklin,2015,Heartland,Heartland
Fresno State,2015,Mountain West,Mountain West
Furman,2015,Southern,Southern
Gardner-Webb,2015,Big South,Big South
Georgetown,2015,Patriot,Patriot
Georgia,2015,SEC,SEC
Georgia Southern,2015,Sun Belt,Sun Belt
Georgia State,2015,Sun Belt,Sun Belt
Georgia Tech,2015,ACC,ACC
Grambling,2015,SWAC,SWAC
Hampton,2015,MEAC,MEAC
Harvard,2015,Ivy,Ivy
Hawai'i,2015,Mountain West,Mountain West
Holy Cross,2015,Patriot,Patriot
Houston,2015,American Athletic,American Athletic
Houston Christian,2015,Southland,Southland
Howard,2015,MEAC,MEAC
Idaho,2015,Sun Belt,Sun Belt
Idaho State,2015,Big Sky,Big Sky
Illinois,2015,Big Ten,Big Ten
Illinois State,2015,MVFC,MVFC
Incarnate Word,2015,Southland,Southland
Indiana,2015,Big Ten,Big Ten
Indiana State,2015,MVFC,MVFC
Iowa,2015,Big Ten,Big Ten
Iowa State,2015,Big 12,Big 12
Jackson State,2015,SWAC,SWAC
Jacksonville,2015,Pioneer,Pioneer
Jacksonville State,2015,OVC,OVC
James Madison,2015,CAA,CAA
Kansas,2015,Big 12,Big 12
Kansas State,2015,Big 12,Big 12
Kennesaw State,2015,Big South,Big South
Kent State,2015,Mid-American,Mid-American
Kentucky,2015,SEC,SEC
Kentucky Christian,2015,Independent,Independent
Kentucky State,2015,SIAC,SIAC
Kentucky Wesleyan,2015,Independent,Independent
LSU,2015,SEC,SEC
Lafayette,2015,Patriot,Patriot
Lamar,2015,Southland,Southland
Lane College,2015,SIAC,SIAC
Lehigh,2015,Patriot,Patriot
Liberty,2015,Big South,Big South
Louisiana,2015,Sun Belt,Sun Belt
Louisiana Tech,2015,Conference USA,Conference USA
Louisville,2015,ACC,ACC
Maine,2015,CAA,CAA
Marist,2015,Pioneer,Pioneer
Mars Hill,2015,South Atlantic,South Atlantic
Marshall,2015,Conference USA,Conference USA
Maryland,2015,Big Ten,Big Ten
Maryville College (TN),2015,USA South,USA South
Massachusetts,2015,Mid-American,Mid-American
McNeese,2015,Southland,Southland
Memphis,2015,American Athletic,American Athletic
Mercer,2015,Southern,Southern
Miami,2015,ACC,ACC
Miami (OH),2015,Mid-American,Mid-American
Michigan,2015,Big Ten,Big Ten
Michigan State,2015,Big Ten,Big Ten
Middle Tennessee,2015,Conference USA,Conference USA
Miles College,2015,SIAC,SIAC
Minnesota,2015,Big Ten,Big Ten
Mississippi College,2015,Gulf South,Gulf South
Mississippi State,2015,SEC,SEC
Mississippi Valley State,2015,SWAC,SWAC
Missouri,2015,SEC,SEC
Missouri State,2015,MVFC,MVFC
Monmouth,2015,Big South,Big South
Montana,2015,Big Sky,Big Sky
Montana State,2015,Big Sky,Big Sky
Morehead State,2015,Pioneer,Pioneer
Morehouse College,2015,SIAC,SIAC
Morgan State,2015,MEAC,MEAC
Murray State,2015,OVC,OVC
NC State,2015,ACC,ACC
Navy,2015,American Athletic,American Athletic
Nebraska,2015,Big Ten,Big Ten
Nevada,2015,Mountain West,Mountain West
New Hampshire,2015,CAA,CAA
New Mexico,2015,Mountain West,Mountain West
New Mexico Highlands,2015,Rocky Mountain,Rocky Mountain
New Mexico State,2015,Sun Belt,Sun Belt
Newberry,2015,South Atlantic,South Atlantic
Nicholls,2015,Southland,Southland
Norfolk State,2015,MEAC,MEAC
North Carolina,2015,ACC,ACC
North Carolina A&T,2015,MEAC,MEAC
North Carolina Central,2015,MEAC,MEAC
North Dakota,2015,Big Sky,Big Sky
North Dakota State,2015,MVFC,MVFC
North Greenville,2015,Independent,Independent
North Texas,2015,Conference USA,Conference USA
Northern Arizona,2015,Big Sky,Big Sky
Northern Colorado,2015,Big Sky,Big Sky
Northern Illinois,2015,Mid-American,Mid-American
Northern Iowa,2015,MVFC,MVFC
Northwest Missouri St,2015,Mid America,Mid America
Northwestern,2015,Big Ten,Big Ten
Northwestern State,2015,Southland,Southland
Notre Dame,2015,Independent,Independent
Notre Dame College,2015,Mountain East,Mountain East
Ohio,2015,Mid-American,Mid-American
Ohio State,2015,Big Ten,Big Ten
Oklahoma,2015,Big 12,Big 12
Oklahoma State,2015,Big 12,Big 12
Old Dominion,2015,Conference USA,Conference USA
Ole Miss,2015,SEC,SEC
Oregon,2015,Pac-12,Pac-12
Oregon State,2015,Pac-12,Pac-12
Penn State,2015,Big Ten,Big Ten
Pennsylvania,2015,Ivy,Ivy
Pikeville,2015,Independent,Independent
Pittsburgh,2015,ACC,ACC
Point University,2015,Independent,Independent
Portland State,2015,Big Sky,Big Sky
Prairie View A&M,2015,SWAC,SWAC
Presbyterian,2015,Big South,Big South
Princeton,2015,Ivy,Ivy
Purdue,2015,Big Ten,Big Ten
Rhode Island,2015,CAA,CAA
Rice,2015,Conference USA,Conference USA
Richmond,2015,CAA,CAA
Robert Morris,2015,NEC,NEC
Rutgers,2015,Big Ten,Big Ten
SE Louisiana,2015,Southland,Southland
SMU,2015,American Athletic,American Athletic
Sacramento State,2015,Big Sky,Big Sky
Sacred Heart,2015,NEC,NEC
Sam Houston,2015,Southland,Southland
Samford,2015,Southern,Southern
San Diego,2015,Pioneer,Pioneer
San Diego State,2015,Mountain West,Mountain West
San José State,2015,Mountain West,Mountain West
Savannah St,2015,MEAC,MEAC
Shaw,2015,CIAA,CIAA
Shepherd,2015,Mountain East,Mountain East
Shorter,2015,Gulf South,Gulf South
South Alabama,2015,Sun Belt,Sun Belt
South Carolina,2015,SEC,SEC
South Carolina State,2015,MEAC,MEAC
South Dakota,2015,MVFC,MVFC
South Dakota State,2015,MVFC,MVFC
South Florida,2015,American Athletic,American Athletic
Southeast Missouri State,2015,OVC,OVC
Southern,2015,SWAC,SWAC
Southern Illinois,2015,MVFC,MVFC
Southern Miss,2015,Conference USA,Conference USA
Southern Utah,2015,Big Sky,Big Sky
St. Anselm,2015,Northeast 10,Northeast 10
St. Augustine's,2015,CIAA,CIAA
St. Francis (PA),2015,NEC,NEC
St. Thomas (MN),2015,Minnesota,Minnesota
Stanford,2015,Pac-12,Pac-12
Stephen F. Austin,2015,Southland,Southland
Stetson,2015,Pioneer,Pioneer
Stony Brook,2015,CAA,CAA
Syracuse,2015,ACC,ACC
TCU,2015,Big 12,Big 12
Temple,2015,American Athletic,American Athletic
Tennessee,2015,SEC,SEC
Tennessee State,2015,OVC,OVC
Tennessee Tech,2015,OVC,OVC
Texas,2015,Big 12,Big 12
Texas A&M,2015,SEC,SEC
Texas A&M-Kingsville,2015,Lone Star,Lone Star
Texas Southern,2015,SWAC,SWAC
Texas State,2015,Sun Belt,Sun Belt
Texas Tech,2015,Big 12,Big 12
The Citadel,2015,Southern,Southern
Toledo,2015,Mid-American,Mid-American
Towson,2015,CAA,CAA
Troy,2015,Sun Belt,Sun Belt
Tulane,2015,American Athletic,American Athletic
Tulsa,2015,American Athletic,American Athletic
UAlbany,2015,CAA,CAA
UC Davis,2015,Big Sky,Big Sky
UCF,2015,American Athletic,American Athletic
UCLA,2015,Pac-12,Pac-12
UConn,2015,American Athletic,American Athletic
UL Monroe,2015,Sun Belt,Sun Belt
UNLV,2015,Mountain West,Mountain West
USC,2015,Pac-12,Pac-12
UT Martin,2015,OVC,OVC
UTEP,2015,Conference USA,Conference USA
UTSA,2015,Conference USA,Conference USA
University of Mount Union,2015,Ohio,Ohio
Utah,2015,Pac-12,Pac-12
Utah State,2015,Mountain West,Mountain West
VMI,2015,Southern,Southern
Valparaiso,2015,Pioneer,Pioneer
Vanderbilt,2015,SEC,SEC
Villanova,2015,CAA,CAA
Virginia,2015,ACC,ACC
Virginia Tech,2015,ACC,ACC
Virginia Union,2015,CIAA,CIAA
Wagner,2015,NEC,NEC
Wake Forest,2015,ACC,ACC
Warner University,2015,Independent,Independent
Washington,2015,Pac-12,Pac-12
Washington State,2015,Pac-12,Pac-12
Webber International,2015,Independent,Independent
Weber State,2015,Big Sky,Big Sky
West Virginia,2015,Big 12,Big 12
Western Carolina,2015,Southern,Southern
Western Colorado,2015,Rocky Mountain,Rocky Mountain
Western Illinois,2015,MVFC,MVFC
Western Kentucky,2015,Conference USA,Conference USA
Western Michigan,2015,Mid-American,Mid-American
Western New Mexico,2015,Rocky Mountain,Rocky Mountain
Western Oregon,2015,Great Northwest,Great Northwest
William & Mary,2015,CAA,CAA
William Jewell,2015,Great Lakes,Great Lakes
Wisconsin,2015,Big Ten,Big Ten
Wofford,2015,Southern,Southern
Wyoming,2015,Mountain West,Mountain West
Yale,2015,Ivy,Ivy
Youngstown State,2015,MVFC,MVFC
Abilene Christian,2016,Southland,Southland
Air Force,2016,Mountain West,Mountain West
Akron,2016,Mid-American,Mid-American
Alabama,2016,SEC,SEC
Alabama A&M,2016,SWAC,SWAC
Alabama State,2016,SWAC,SWAC
Alcorn State,2016,SWAC,SWAC
Alderson-Broaddus,2016,Great Midwest Athletic,Great Midwest Athletic
App State,2016,Sun Belt,Sun Belt
Arizona,2016,Pac-12,Pac-12
Arizona State,2016,Pac-12,Pac-12
Arkansas,2016,SEC,SEC
Arkansas State,2016,Sun Belt,Sun Belt
Arkansas-Pine Bluff,2016,SWAC,SWAC
Army,2016,Independent,Independent
Auburn,2016,SEC,SEC
Austin Peay,2016,OVC,OVC
BLUEFIELD,2016,Independent,Independent
BYU,2016,Independent,Independent
Bacone College,2016,Independent,Independent
Ball State,2016,Mid-American,Mid-American
Baylor,2016,Big 12,Big 12
Benedict College,2016,SIAC,SIAC
Bethune-Cookman,2016,MEAC,MEAC
Boise State,2016,Mountain West,Mountain West
Boston College,2016,ACC,ACC
Bowie State,2016,CIAA,CIAA
Bowling Green,2016,Mid-American,Mid-American
Brown,2016,Ivy,Ivy
Bryant,2016,NEC,NEC
Bucknell,2016,Patriot,Patriot
Buffalo,2016,Mid-American,Mid-American
Butler,2016,Pioneer,Pioneer
Cal Poly,2016,Big Sky,Big Sky
California,2016,Pac-12,Pac-12
Campbell,2016,Pioneer,Pioneer
Central Arkansas,2016,Southland,Southland
Central Connecticut,2016,NEC,NEC
Central Michigan,2016,Mid-American,Mid-American
Central State (OH),2016,SIAC,SIAC
Charleston Southern,2016,Big South,Big South
Charlotte,2016,Conference USA,Conference USA
Chattanooga,2016,Southern,Southern
Chowan,2016,CIAA,CIAA
Cincinnati,2016,American Athletic,American Athletic
Clark Atlanta,2016,SIAC,SIAC
Clemson,2016,ACC,ACC
Coastal Carolina,2016,Independent,Independent
Colgate,2016,Patriot,Patriot
Colorado,2016,Pac-12,Pac-12
Colorado State,2016,Mountain West,Mountain West
Columbia,2016,Ivy,Ivy
Concordia-Michigan,2016,Independent,Independent
Cornell,2016,Ivy,Ivy
Cumberland (TN),2016,Independent,Independent
Dartmouth,2016,Ivy,Ivy
Davidson,2016,Pioneer,Pioneer
Dayton,2016,Pioneer,Pioneer
Delaware,2016,CAA,CAA
Delaware State,2016,MEAC,MEAC
Drake,2016,Pioneer,Pioneer
Duke,2016,ACC,ACC
Duquesne,2016,NEC,NEC
East Carolina,2016,American Athletic,American Athletic
East Tennessee State,2016,Southern,Southern
Eastern Illinois,2016,OVC,OVC
Eastern Kentucky,2016,OVC,OVC
Eastern Michigan,2016,Mid-American,Mid-American
Eastern Washington,2016,Big Sky,Big Sky
Edward Waters,2016,SIAC,SIAC
Elizabeth City State,2016,CIAA,CIAA
Elon,2016,CAA,CAA
Fayetteville State,2016,CIAA,CIAA
Florida,2016,SEC,SEC
Florida A&M,2016,MEAC,MEAC
Florida Atlantic,2016,Conference USA,Conference USA
Florida International,2016,Conference USA,Conference USA
Florida State,2016,ACC,ACC
Florida Tech,2016,Gulf South,Gulf South
Fordham,2016,Patriot,Patriot
Franklin,2016,Heartland,Heartland
Fresno State,2016,Mountain West,Mountain West
Furman,2016,Southern,Southern
Gardner-Webb,2016,Big South,Big South
Georgetown,2016,Patriot,Patriot
Georgia,2016,SEC,SEC
Georgia Southern,2016,Sun Belt,Sun Belt
Georgia State,2016,Sun Belt,Sun Belt
Georgia Tech,2016,ACC,ACC
Grambling,2016,SWAC,SWAC
Hampton,2016,MEAC,MEAC
Harvard,2016,Ivy,Ivy
Hawai'i,2016,Mountain West,Mountain West
Holy Cross,2016,Patriot,Patriot
Houston,2016,American Athletic,American Athletic
Houston Christian,2016,Southland,Southland
Howard,2016,MEAC,MEAC
Idaho,2016,Sun Belt,Sun Belt
Idaho State,2016,Big Sky,Big Sky
Illinois,2016,Big Ten,Big Ten
Illinois State,2016,MVFC,MVFC
Incarnate Word,2016,Southland,Southland
Indiana,2016,Big Ten,Big Ten
Indiana State,2016,MVFC,MVFC
Iowa,2016,Big Ten,Big Ten
Iowa State,2016,Big 12,Big 12
Jackson State,2016,SWAC,SWAC
Jacksonville,2016,Pioneer,Pioneer
Jacksonville State,2016,OVC,OVC
James Madison,2016,CAA,CAA
Johnson C Smith,2016,CIAA,CIAA
Kansas,2016,Big 12,Big 12
Kansas State,2016,Big 12,Big 12
Kennesaw State,2016,Big South,Big South
Kent State,2016,Mid-American,Mid-American
Kentucky,2016,SEC,SEC
Kentucky State,2016,SIAC,SIAC
Kentucky Wesleyan,2016,Great Midwest Athletic,Great Midwest Athletic
LSU,2016,SEC,SEC
Lafayette,2016,Patriot,Patriot
Lamar,2016,Southland,Southland
Lehigh,2016,Patriot,Patriot
Liberty,2016,Big South,Big South
Lincoln (PA),2016,CIAA,CIAA
Livingstone,2016,CIAA,CIAA
Louisiana,2016,Sun Belt,Sun Belt
Louisiana Tech,2016,Conference USA,Conference USA
Louisville,2016,ACC,ACC
Maine,2016,CAA,CAA
Malone,2016,Great Midwest Athletic,Great Midwest Athletic
